15:08:48;300.0;292.7307;292.7293;0.0;0.0
15:09:10;300.0;292.7358;292.7322;0.0;0.0
15:09:31;300.0;292.7293;292.7268;0.0;0.0
15:09:53;300.0;292.7336;292.7375;0.0;0.0
15:10:15;300.0;292.7303;292.7282;0.0;0.0
15:10:36;300.0;292.731;292.7263;0.0;0.0
15:10:58;300.0;292.7333;292.7359;0.0;0.0
15:44:52;300.0;292.7854;292.7846;0.0;0.0
15:44:58;300.0;292.7918;292.791;0.0;0.0
15:45:05;300.0;292.7867;292.7899;0.0;0.0
15:45:12;300.0;292.7972;292.7936;0.0;0.0
15:45:18;300.0;292.7862;292.7905;0.0;0.0
15:45:25;300.0;292.7803;292.7879;0.0;0.0
15:45:32;300.0;292.7911;292.7937;0.0;0.0
15:45:38;300.0;292.7804;292.7868;0.0;0.0
15:45:45;300.0;292.7859;292.7864;0.0;0.0
15:45:51;300.0;292.781;292.7829;0.0;0.0
15:47:19;300.0;292.7982;292.7953;0.0;0.0
15:47:25;300.0;292.7978;292.7957;0.0;0.0
15:47:32;300.0;292.7985;292.7971;0.0;0.0
