12:43:42;300.0;294.3292;294.3306;0.0;0.0
12:43:48;300.0;294.3328;294.3277;0.0;0.0
12:43:55;300.0;294.3319;294.3312;0.0;0.0
12:44:02;300.0;294.3287;294.3339;0.0;0.0
15:14:58;295.0;293.9296;294.0326;10.0;0.0
15:15:05;295.0;294.078;294.0922;10.0;0.0
15:15:12;295.0;294.1374;294.1454;10.0;0.0
15:15:18;295.0;294.1895;294.1987;10.0;0.0
15:15:25;295.0;294.2444;294.2584;10.0;0.0
15:15:31;295.0;294.303;294.3086;10.0;0.0
15:15:38;295.0;294.3432;294.3608;10.0;0.0
15:15:44;295.0;294.4162;294.4257;10.0;0.0
15:15:51;295.0;294.4742;294.4819;10.0;0.0
15:15:58;295.0;294.5237;294.5325;10.0;0.0
15:16:04;295.0;294.5758;294.5886;10.0;0.0
15:16:11;295.0;294.6359;294.6441;10.0;0.0
15:16:17;295.0;294.6842;294.6889;10.0;0.0
15:16:25;295.0;294.7391;294.7548;10.0;0.0
15:16:32;295.0;294.7972;294.8015;10.0;0.0
15:16:38;295.0;294.8564;294.8671;10.0;0.0
15:16:45;295.0;294.9047;294.919;10.0;0.0
15:16:52;295.0;294.9505;294.9593;10.0;0.0
15:17:48;295.0;295.0702;295.0722;0.0;0.0
15:17:55;295.0;295.0494;295.0401;0.0;0.0
15:18:01;295.0;295.0542;295.0453;0.0;0.0
15:18:08;295.0;295.0331;295.0287;0.0;0.0
15:18:14;295.0;295.0293;295.0215;0.0;0.0
15:18:21;295.0;295.0143;295.0214;0.0;0.0
15:18:28;295.0;295.0066;295.0049;0.0;0.0
15:18:34;295.0;294.9933;294.9915;0.0;0.0
15:18:41;295.0;294.9985;294.9862;0.0;0.0
15:18:47;295.0;294.9819;294.9744;0.0;0.0
15:18:54;295.0;294.9757;294.9723;0.0;0.0
15:19:01;295.0;294.9538;294.9565;0.0;0.0
15:19:07;295.0;294.9513;294.9496;0.0;0.0
15:19:14;295.0;294.9373;294.9494;0.0;0.0
15:19:20;295.0;294.9432;294.9335;0.0;0.0
15:19:27;295.0;294.9299;294.9323;0.0;0.0
15:19:34;295.0;294.9278;294.9197;0.0;0.0
15:19:40;295.0;294.9153;294.9168;0.0;0.0
15:19:47;295.0;294.9207;294.9133;0.0;0.0
15:19:54;295.0;294.9043;294.9018;0.0;0.0
