12:12:12;300.0;291.8291;291.8468;0.0;0.0
12:12:19;300.0;291.8246;291.8626;0.0;0.0
12:12:25;300.0;291.7725;291.8132;0.0;0.0
12:12:32;300.0;291.808;291.8034;0.0;0.0
12:12:38;300.0;291.8468;291.8466;0.0;0.0
12:12:45;300.0;291.8604;291.8454;0.0;0.0
12:12:52;300.0;291.8315;291.8437;0.0;0.0
12:12:58;300.0;291.8314;291.8183;0.0;0.0
12:13:05;300.0;291.7948;291.7974;0.0;0.0
12:13:11;300.0;291.8304;291.85;0.0;0.0
12:13:18;300.0;291.8454;291.8096;0.0;0.0
12:13:24;300.0;291.8584;291.9144;0.0;0.0
12:13:31;300.0;291.8565;291.8438;0.0;0.0
12:13:38;300.0;291.8226;291.809;0.0;0.0
12:13:44;300.0;291.8487;291.8103;0.0;0.0
12:13:51;300.0;291.8621;291.8488;0.0;0.0
12:13:57;300.0;291.8072;291.7918;0.0;0.0
12:14:04;300.0;291.8044;291.8102;0.0;0.0
12:14:10;300.0;291.8275;291.8431;0.0;0.0
12:14:17;300.0;291.8668;291.8533;0.0;0.0
12:14:24;300.0;291.8854;291.8933;0.0;0.0
12:14:30;300.0;291.7961;291.8278;0.0;0.0
12:14:37;300.0;291.8122;291.7762;0.0;0.0
12:14:43;300.0;291.8661;291.8696;0.0;0.0
17:24:39;300.0;292.4143;292.3754;0.0;0.0
