[PARAMETERS]
TAU=40u
NS=32
NSC=32
FR=25.9800011
D1=3u
D2=3u
[ADDITIONAL]
File Name=Data2
PPFILE=two_pulse
DATESTA=18.10.2024
TIMESTA=13:32:02
TTIMEEND=13:32:16
a1=40
a2=40
atn1=6
atn2=0
RecGain=0
RecPh=0
Filter=5000000
ad=1u
[VARIABLES]
[PPFILE]
Event 1:	Ph rst
	Delay:  5u
	F1_PhRst:  1
	F0_PhRst:  1
	RX_Blank:  1
	RX_PhRst:  1
Event 2:	unblank
	Delay:  (pre  = 3u)
	F1_Ampl:  (a1  = 40)
	F1_Atten:  (atn1  = 7)
	F1_Ph:  1D table: ph1
		0 2 0 2  1 3 1 3  2 0 2 0  3 1 3 1
	F1_UnBlank:  1
	RX_Blank:  1
Event 3:	pulse 1
	Delay:  (d1  = 3u)
	F1_Ampl:  (a1  = 40)
	F1_Atten:  (atn1  = 7)
	F1_Ph:  1D table: ph1
		0 2 0 2  1 3 1 3  2 0 2 0  3 1 3 1
	F1_TxGate:  1
	F1_UnBlank:  1
	RX_Blank:  1
Event 4:	delay
	Delay:  (tau  = 35u)
	RX_Blank:  1
Event 5:	unblank
	Delay:  (pre  = 3u)
	F1_Ampl:  (a2  = 40)
	F1_Atten:  (atn2  = 7)
	F1_Ph:  1D table: ph2
		1 1 0 0  2 2 1 1  3 3 2 2  0 0 3 3
	F1_UnBlank:  1
	RX_Blank:  1
Event 6:	pulse 2
	Delay:  (d2  = 3u)
	F1_Ampl:  (a2  = 40)
	F1_Atten:  (atn2  = 7)
	F1_Ph:  1D table: ph2
		1 1 0 0  2 2 1 1  3 3 2 2  0 0 3 3
	F1_TxGate:  1
	F1_UnBlank:  1
	RX_Blank:  1
Event 7:	ringdown
	Delay:  (rd  = 3u)
	RX_Blank:  1
Event 8:	acq delay
	Delay:  (ad  = 15u)
Event 9:	acquire
	Delay:  (Acq. Time  = 204.8u)
	Acq:  1
	Acq_phase:  1D table: ph0
		0 2 2 0  1 3 3 1  2 0 0 2  3 1 1 3
Event 10:	last delay
	Delay:  (Last Delay  = 50m)
Event 11:	
	Delay:  1u
[DATA]
0.65625 2.25
-0.0625 0.25
4.0625 -7.5
3.5 -4.78125
6.71875 -8.71875
2.75 -5.34375
-1.28125 1.84375
-6.5 2.25
-3.34375 -6.15625
5.65625 -1.28125
-6.96875 -0.46875
-7.75 -7.09375
4.125 -1.375
4.78125 6.40625
-0.25 0.3125
8.25 3.875
1.3125 10.25
1.03125 2.84375
9.21875 2.0
0.34375 -1.125
-1.25 -10.90625
4.46875 -10.28125
2.4375 -5.75
9.5 0.625
10.65625 1.90625
-3.625 4.8125
-7.46875 6.53125
12.1875 1.40625
16.96875 -0.75
3.5 -0.09375
2.0 2.03125
1.8125 4.96875
-0.59375 8.9375
-5.25 2.375
1.15625 -3.78125
2.09375 0.28125
2.84375 2.09375
6.0 4.1875
2.65625 11.6875
-13.25 6.8125
-3.875 4.21875
-2.3125 -4.53125
-4.53125 -10.90625
-0.46875 -5.71875
-3.53125 -2.34375
-4.1875 -0.78125
-1.0 4.28125
2.34375 0.59375
-2.8125 4.96875
-11.25 -6.03125
0.6875 -9.375
2.25 -7.4375
-0.5625 2.25
-6.3125 2.125
-5.5 -0.90625
-3.0625 6.53125
-4.5 4.0625
-3.3125 -2.96875
-7.6875 -2.21875
-7.0 -1.9375
-5.53125 1.03125
-11.625 -3.78125
-7.375 -8.4375
-6.25 0.40625
-0.59375 2.875
-0.625 5.875
-2.0625 6.125
4.3125 11.09375
7.0625 8.125
4.71875 4.9375
8.8125 10.5625
7.5 5.5
0.8125 4.78125
-3.875 1.09375
-6.96875 4.75
-1.71875 1.1875
7.3125 10.0
4.375 2.375
14.59375 1.15625
-2.15625 8.71875
-8.4375 -3.0
-0.65625 1.59375
2.15625 2.125
4.0 -2.53125
8.1875 -0.25
-1.90625 3.71875
-5.96875 -3.34375
-1.4375 3.625
4.59375 6.125
7.09375 -2.90625
10.46875 -1.65625
0.3125 2.21875
-4.28125 -5.53125
2.03125 -4.4375
-2.03125 -4.3125
-8.71875 -1.21875
-9.125 -7.8125
-3.65625 -4.09375
1.9375 -9.59375
8.1875 -8.71875
2.84375 -0.625
-0.71875 -2.3125
-0.53125 1.96875
-10.25 3.84375
-4.34375 3.90625
0.0625 5.84375
1.75 6.09375
-4.0 4.5
-0.875 -0.8125
1.15625 2.84375
2.75 1.78125
9.8125 -2.0625
4.0 -0.6875
-8.34375 -6.40625
-0.75 0.5
4.59375 13.625
-1.90625 2.6875
5.78125 -3.3125
-0.0625 5.6875
0.09375 9.78125
5.09375 5.03125
9.53125 -3.5625
3.71875 4.5
6.25 -3.6875
13.59375 0.28125
13.75 -4.09375
22.90625 -14.34375
26.78125 -6.125
18.53125 10.21875
16.03125 0.6875
24.09375 -1.84375
16.4375 5.625
19.0625 -1.5625
28.1875 -1.5
21.9375 2.75
20.65625 -5.875
17.375 -0.0625
23.8125 5.0625
41.59375 8.875
24.25 -2.09375
28.53125 0.8125
38.21875 10.3125
39.78125 2.625
40.8125 8.4375
40.53125 15.1875
34.40625 13.78125
34.15625 6.0625
39.90625 9.0
41.96875 10.125
44.0625 1.875
34.34375 7.46875
29.96875 21.75
29.34375 20.21875
46.6875 15.09375
46.375 28.09375
38.28125 25.6875
39.0 16.65625
36.3125 22.875
42.59375 13.625
48.875 11.9375
45.96875 12.0
37.71875 8.1875
36.40625 8.1875
36.875 17.8125
37.03125 16.34375
38.5625 7.625
41.9375 7.4375
38.21875 16.4375
31.3125 17.25
33.6875 18.84375
33.15625 7.1875
34.1875 11.9375
25.90625 15.84375
22.90625 8.625
26.0 13.96875
32.9375 12.875
30.25 25.28125
23.25 16.8125
26.40625 12.40625
22.25 21.75
10.5625 16.90625
14.03125 8.1875
17.4375 16.34375
24.65625 24.28125
22.5625 23.625
12.5625 10.40625
6.46875 9.5625
10.375 1.34375
17.53125 7.90625
6.3125 19.15625
6.6875 11.9375
12.125 8.65625
13.0 10.59375
7.90625 6.71875
7.09375 5.71875
4.375 5.75
15.15625 3.3125
11.4375 12.75
12.03125 12.625
13.625 3.9375
8.96875 8.9375
-5.0625 14.40625
7.1875 2.53125
15.5625 4.3125
16.46875 16.875
4.21875 14.15625
3.375 3.65625
1.1875 -1.0625
8.15625 -0.6875
4.78125 6.84375
-4.4375 6.46875
-4.53125 9.28125
9.125 13.46875
8.375 2.28125
10.3125 7.15625
5.09375 11.4375
2.21875 1.71875
-2.65625 -4.34375
2.03125 -1.78125
6.71875 8.28125
7.0 5.78125
-5.8125 5.40625
-11.3125 1.46875
-0.28125 -1.09375
2.1875 -6.90625
4.59375 -1.09375
6.78125 9.96875
7.40625 13.59375
3.59375 8.9375
3.375 7.90625
-7.6875 3.5625
-4.5 1.6875
-7.65625 14.46875
-6.71875 5.15625
7.96875 -2.25
-1.15625 5.875
-7.21875 6.1875
3.25 -1.0
-3.15625 -9.09375
-6.84375 -13.4375
6.21875 -2.71875
1.78125 11.03125
-5.75 13.46875
-5.6875 8.84375
-0.8125 -1.1875
0.875 6.5625
-9.28125 4.90625
-1.46875 -4.65625
5.8125 6.46875
1.25 -1.75
8.1875 -6.15625
3.6875 7.3125
11.0 -1.5
15.375 2.59375
-1.21875 6.3125
2.75 2.34375
5.625 -4.09375
8.625 -3.09375
-6.25 10.6875
-14.0625 0.1875
-7.46875 3.875
-12.34375 10.34375
-11.875 6.84375
-7.78125 -4.6875
1.65625 -1.1875
-4.59375 1.375
2.375 -2.40625
-1.0 3.15625
-8.875 -2.0
-11.34375 -0.8125
-6.625 -5.53125
7.84375 -1.28125
1.0 8.0
-4.0625 7.34375
-5.1875 3.53125
-11.59375 -4.125
-8.75 -6.28125
2.375 -5.28125
1.53125 -8.84375
-0.5625 -6.53125
-0.5 6.875
3.71875 7.78125
2.875 0.84375
0.09375 -7.15625
5.8125 -1.96875
0.03125 5.875
-8.8125 -0.21875
0.9375 -1.8125
5.53125 12.28125
9.25 6.96875
7.28125 -5.5625
4.53125 -6.0625
3.65625 7.0
-1.28125 9.375
1.65625 -0.4375
4.40625 -0.9375
6.09375 -1.9375
11.59375 5.1875
6.875 9.0
-0.875 0.5
-0.53125 -7.15625
1.5 -5.21875
5.15625 -7.21875
8.5 -2.71875
2.71875 -7.0
-4.59375 -5.0
-3.65625 1.125
-2.4375 -0.1875
-4.1875 -2.84375
-1.4375 -2.75
1.5 -0.5625
9.0 -0.5625
8.75 -2.875
1.25 5.71875
7.78125 3.3125
8.0 4.40625
0.8125 -3.90625
8.625 9.9375
-0.34375 17.34375
-0.09375 -4.9375
-1.75 -1.5
-4.78125 2.65625
4.78125 0.8125
-1.28125 2.96875
-2.875 2.875
5.1875 -2.84375
6.1875 -0.3125
1.3125 -0.75
11.03125 8.375
13.96875 14.78125
-0.8125 4.34375
-5.5 -5.78125
-3.84375 0.53125
-6.75 -5.59375
0.9375 3.90625
-3.15625 5.96875
-7.21875 -10.25
-3.34375 -12.0
5.03125 0.65625
6.71875 7.375
3.34375 2.59375
0.0 3.4375
-0.5625 7.4375
0.90625 -0.15625
9.875 -1.34375
-4.375 8.8125
-10.5 4.1875
-7.25 1.0
-11.6875 -1.28125
-1.25 -5.71875
-2.125 0.15625
-10.96875 4.5
1.46875 5.125
0.3125 0.53125
-4.96875 -1.65625
2.09375 -0.84375
8.21875 -4.375
4.625 1.59375
-4.75 12.1875
5.1875 8.9375
1.78125 0.71875
5.0 -4.875
2.625 -0.875
-2.21875 -5.9375
-1.0 -7.6875
1.75 -0.625
2.0625 -2.8125
8.0 -0.65625
-2.625 -3.53125
1.84375 -3.8125
2.875 7.25
-2.5625 9.375
0.0625 -4.9375
4.71875 -3.40625
2.53125 -4.59375
-1.78125 -1.46875
-8.03125 0.90625
-4.25 -5.15625
2.375 -6.59375
-9.3125 -5.21875
-6.28125 3.59375
-1.3125 10.84375
-4.28125 -2.96875
-4.15625 -6.125
-5.4375 0.0
-8.34375 -9.96875
-2.96875 -2.71875
-2.1875 -5.6875
4.40625 -11.65625
-8.125 2.90625
-1.46875 1.03125
13.78125 -5.0
6.125 -5.21875
2.65625 -0.25
6.21875 1.1875
11.21875 2.9375
-0.75 3.5
-4.0625 3.125
1.28125 9.84375
1.03125 0.9375
5.5625 -1.84375
1.375 -0.3125
2.875 -1.1875
6.5 3.28125
1.625 8.53125
6.15625 2.34375
9.15625 3.3125
-0.6875 -5.09375
7.6875 -8.34375
3.1875 4.375
-3.46875 1.40625
0.78125 3.5
-5.59375 11.90625
-16.8125 -4.53125
-4.5 -19.125
10.90625 -14.34375
10.21875 -9.375
-2.15625 -0.6875
-7.6875 4.46875
5.0625 -1.0625
10.125 4.09375
2.84375 5.34375
4.03125 -2.03125
2.125 -10.5625
-3.875 -15.78125
-0.15625 -1.71875
1.625 10.6875
-1.25 5.1875
-5.28125 -2.875
-5.34375 -3.75
-10.53125 3.96875
-8.0 -7.96875
1.6875 5.34375
-5.9375 7.8125
-1.6875 0.875
-4.4375 -6.8125
-0.8125 -3.5625
-5.1875 3.375
-10.53125 2.59375
-2.34375 3.96875
1.875 0.15625
11.5625 -11.875
6.65625 -12.96875
2.46875 -9.375
1.84375 2.28125
-3.0 -2.4375
0.53125 -3.5
3.9375 -9.15625
5.15625 -5.84375
-4.34375 -5.15625
5.5625 -1.15625
8.09375 -6.53125
0.90625 -8.375
-1.75 -10.46875
-2.21875 -8.1875
4.125 1.0625
3.53125 1.875
2.09375 -0.8125
-7.625 4.75
-7.03125 3.65625
-2.84375 -7.1875
8.0625 -10.71875
5.375 -7.0625
4.15625 -9.03125
3.84375 -4.03125
5.40625 1.9375
5.15625 4.125
-2.25 0.0
-2.625 5.5625
1.34375 11.25
0.15625 12.90625
-9.59375 6.34375
-0.09375 6.125
-1.78125 6.21875
-3.5625 -1.09375
3.4375 -4.71875
5.03125 -0.03125
2.59375 6.75
-1.65625 -8.15625
5.71875 -3.125
8.0 15.53125
3.3125 3.375
-0.5625 5.4375
-7.59375 7.03125
-0.3125 -0.78125
-2.34375 -1.09375
3.375 -3.875
10.6875 -2.15625
-0.84375 -0.53125
-2.3125 -0.53125
1.375 1.53125
1.875 1.5625
6.8125 -4.59375
11.5 -3.625
0.375 5.75
0.1875 1.21875
10.25 4.25
4.9375 4.53125
12.21875 -7.40625
12.5625 -2.15625
6.375 1.96875
-4.875 -1.15625
1.0625 5.53125
5.71875 11.625
