[PARAMETERS]
TAU=40u
NS=32
NSC=32
FR=25.9800011
D1=3u
D2=3u
[ADDITIONAL]
File Name=Data2
PPFILE=two_pulse
DATESTA=18.10.2024
TIMESTA=13:32:21
TTIMEEND=13:32:35
a1=40
a2=40
atn1=6
atn2=0
RecGain=0
RecPh=0
Filter=5000000
ad=1u
[VARIABLES]
[PPFILE]
Event 1:	Ph rst
	Delay:  5u
	F1_PhRst:  1
	F0_PhRst:  1
	RX_Blank:  1
	RX_PhRst:  1
Event 2:	unblank
	Delay:  (pre  = 3u)
	F1_Ampl:  (a1  = 40)
	F1_Atten:  (atn1  = 7)
	F1_Ph:  1D table: ph1
		0 2 0 2  1 3 1 3  2 0 2 0  3 1 3 1
	F1_UnBlank:  1
	RX_Blank:  1
Event 3:	pulse 1
	Delay:  (d1  = 3u)
	F1_Ampl:  (a1  = 40)
	F1_Atten:  (atn1  = 7)
	F1_Ph:  1D table: ph1
		0 2 0 2  1 3 1 3  2 0 2 0  3 1 3 1
	F1_TxGate:  1
	F1_UnBlank:  1
	RX_Blank:  1
Event 4:	delay
	Delay:  (tau  = 35u)
	RX_Blank:  1
Event 5:	unblank
	Delay:  (pre  = 3u)
	F1_Ampl:  (a2  = 40)
	F1_Atten:  (atn2  = 7)
	F1_Ph:  1D table: ph2
		1 1 0 0  2 2 1 1  3 3 2 2  0 0 3 3
	F1_UnBlank:  1
	RX_Blank:  1
Event 6:	pulse 2
	Delay:  (d2  = 3u)
	F1_Ampl:  (a2  = 40)
	F1_Atten:  (atn2  = 7)
	F1_Ph:  1D table: ph2
		1 1 0 0  2 2 1 1  3 3 2 2  0 0 3 3
	F1_TxGate:  1
	F1_UnBlank:  1
	RX_Blank:  1
Event 7:	ringdown
	Delay:  (rd  = 3u)
	RX_Blank:  1
Event 8:	acq delay
	Delay:  (ad  = 15u)
Event 9:	acquire
	Delay:  (Acq. Time  = 204.8u)
	Acq:  1
	Acq_phase:  1D table: ph0
		0 2 2 0  1 3 3 1  2 0 0 2  3 1 1 3
Event 10:	last delay
	Delay:  (Last Delay  = 50m)
Event 11:	
	Delay:  1u
[DATA]
0.21875 -1.71875
10.0625 -8.0625
0.6875 -3.71875
0.1875 0.34375
-0.125 10.40625
-1.875 -1.0
3.46875 0.09375
2.375 -6.4375
5.375 -3.125
1.0625 3.0625
-3.21875 -1.0625
7.59375 -1.71875
11.25 7.5
1.9375 1.03125
2.375 -5.53125
3.375 1.40625
-6.96875 4.15625
-1.53125 8.28125
-3.59375 6.40625
1.5625 -10.5
2.25 -0.875
-7.03125 -8.59375
-5.75 -10.21875
-9.71875 -2.9375
-5.5625 -1.25
-4.40625 2.125
3.9375 4.15625
-0.21875 3.15625
7.84375 -1.53125
4.6875 4.625
-7.25 0.71875
-4.1875 4.15625
1.53125 -4.875
-7.3125 3.03125
-2.625 2.46875
5.375 1.375
1.5625 -0.625
-7.78125 -2.09375
-9.21875 -6.375
4.5 -6.28125
4.875 0.9375
-3.46875 0.03125
-5.4375 3.0625
-3.375 -0.6875
2.40625 5.46875
0.625 7.59375
-6.40625 9.4375
-12.09375 9.5
-8.21875 4.875
-0.59375 -2.1875
8.34375 3.5
8.4375 11.84375
-1.5625 5.71875
-2.21875 2.71875
0.53125 6.375
4.21875 0.875
8.0625 -0.40625
5.1875 8.90625
2.90625 15.65625
0.0 5.875
4.0 -7.28125
11.75 0.78125
6.84375 7.8125
6.5625 -4.34375
0.875 -1.0625
-2.09375 -2.8125
-0.125 1.28125
-1.25 -7.03125
7.4375 -5.34375
6.03125 -2.59375
2.65625 -4.375
6.5625 -5.375
4.4375 -0.5625
1.9375 0.6875
7.53125 2.84375
9.875 6.65625
-0.6875 -0.3125
-5.21875 -9.40625
-6.65625 -2.34375
-10.375 2.9375
-3.0625 2.0625
-5.34375 -3.125
-5.90625 -2.25
-2.125 3.9375
4.5625 0.03125
12.90625 -1.875
1.90625 1.3125
-5.96875 4.625
-9.59375 13.09375
-14.90625 16.78125
-9.3125 8.6875
1.8125 2.1875
-5.40625 0.625
-1.15625 -2.3125
5.6875 -2.25
2.71875 2.84375
2.5625 6.125
-10.21875 7.5
-18.21875 -9.5
2.625 -14.8125
2.46875 -4.71875
-3.75 0.9375
-7.6875 5.9375
-10.6875 1.9375
-4.4375 5.40625
1.21875 10.15625
-3.875 11.15625
-9.75 -2.78125
-5.75 -14.09375
2.53125 -7.03125
3.375 6.09375
8.1875 4.5625
8.34375 -1.5625
3.375 1.0
7.28125 0.40625
13.03125 -4.40625
14.96875 -1.625
4.4375 4.65625
1.875 -3.96875
9.40625 -3.0625
1.78125 -1.0
5.5625 -5.9375
14.4375 3.1875
7.3125 5.40625
13.875 -1.03125
15.4375 0.84375
16.59375 2.09375
14.90625 10.09375
14.90625 2.34375
20.78125 -0.40625
15.40625 -2.375
17.59375 -3.71875
25.46875 4.8125
26.21875 9.4375
25.40625 4.75
28.03125 9.9375
22.6875 2.96875
21.3125 -2.0
25.9375 3.625
28.8125 14.53125
24.96875 16.125
27.4375 10.0
34.1875 11.78125
37.59375 6.5
26.5625 7.40625
25.6875 12.3125
31.78125 12.1875
34.84375 6.28125
31.65625 0.8125
44.15625 6.71875
34.90625 14.21875
25.09375 1.03125
45.6875 4.5625
45.90625 13.96875
36.40625 9.59375
37.90625 7.6875
31.5625 15.03125
32.03125 20.40625
47.40625 15.71875
47.5 12.0
34.3125 18.84375
29.75 15.96875
36.0625 14.65625
27.8125 18.84375
32.34375 12.71875
39.09375 8.0
28.25 10.09375
23.5625 12.78125
25.34375 19.5625
29.875 10.53125
35.1875 11.75
25.5 9.46875
23.09375 13.15625
25.90625 21.40625
29.8125 17.53125
39.75 7.5
32.375 14.5625
26.25 16.1875
33.125 15.9375
28.90625 19.8125
18.53125 19.375
18.53125 10.28125
17.59375 11.03125
21.28125 15.40625
31.40625 11.21875
27.125 7.0
18.65625 14.65625
14.03125 20.90625
2.65625 9.53125
19.59375 8.34375
14.96875 12.375
12.90625 12.1875
12.75 18.0625
22.5 15.46875
20.03125 9.4375
12.0 2.53125
13.0 3.5
14.9375 8.96875
9.25 6.875
3.3125 5.59375
4.21875 9.0625
8.375 -7.28125
10.6875 3.25
5.78125 5.5625
4.21875 5.53125
-0.53125 7.71875
6.03125 7.96875
4.9375 1.40625
-2.75 7.4375
3.5625 6.28125
7.21875 1.84375
-2.96875 7.3125
7.5625 9.3125
17.5625 5.34375
6.5625 4.65625
6.46875 5.78125
8.0625 2.09375
10.03125 1.90625
2.0 11.5625
4.625 4.28125
3.15625 4.09375
-3.625 1.09375
-9.9375 -2.90625
9.4375 0.78125
13.5625 11.28125
4.3125 -1.46875
0.75 -2.0625
-7.78125 -3.09375
-5.0 -1.0625
-2.4375 8.5
3.1875 0.96875
7.5625 2.1875
2.75 3.75
-1.40625 -6.84375
-4.75 -8.46875
4.84375 -7.40625
7.46875 -3.0
8.34375 2.53125
2.9375 4.6875
8.21875 0.4375
7.8125 3.3125
9.53125 0.6875
10.65625 4.1875
-3.53125 1.5
-6.1875 -1.0
-13.28125 8.1875
-3.4375 4.0625
-0.78125 9.9375
0.875 6.65625
-1.25 9.75
-4.3125 4.9375
0.46875 -2.375
5.4375 0.65625
2.78125 0.71875
-5.78125 1.375
-13.25 -8.15625
-6.375 -8.0
2.1875 -5.03125
5.28125 5.75
1.71875 9.3125
-5.8125 6.65625
0.21875 -2.6875
13.15625 -3.875
4.65625 6.03125
1.125 -2.6875
4.3125 0.1875
-4.0625 -0.375
-7.53125 -2.90625
-3.1875 -3.09375
5.96875 -4.625
4.96875 -1.53125
1.15625 2.625
7.65625 -4.1875
4.34375 -3.34375
-5.59375 2.34375
-0.15625 2.09375
2.3125 8.15625
-3.53125 0.34375
-0.78125 -6.75
8.34375 0.65625
-3.9375 4.375
-8.09375 -4.9375
-0.65625 -2.09375
3.0 -1.65625
0.3125 -4.3125
-3.21875 -4.78125
-2.0 3.78125
-0.8125 3.3125
-3.40625 -1.46875
-5.53125 1.0
2.375 -2.90625
8.53125 7.96875
3.40625 4.375
6.6875 0.625
2.4375 4.4375
-5.625 7.125
-6.125 2.125
-1.65625 -1.15625
2.71875 -9.15625
5.0625 -14.15625
2.71875 -6.65625
-2.375 1.28125
-4.0 -3.375
3.28125 -3.1875
1.5625 1.40625
3.28125 -4.625
-1.78125 2.125
-6.84375 2.3125
-3.28125 8.65625
-9.375 -2.65625
-4.875 -13.34375
3.0 -6.40625
2.71875 4.9375
6.96875 -2.03125
11.09375 -4.0
4.0625 -4.96875
-3.28125 -0.90625
0.6875 4.1875
-5.59375 0.40625
-8.34375 0.125
-4.625 3.78125
-3.0625 -2.03125
-4.21875 0.1875
1.28125 6.0
0.0 3.625
-7.25 -7.3125
-5.59375 -4.5
5.21875 6.40625
11.9375 7.3125
6.3125 -5.34375
2.84375 -9.9375
-4.75 -5.125
7.15625 -3.53125
7.90625 2.25
-5.375 2.0
-2.59375 -5.53125
-1.71875 5.34375
-0.40625 -6.625
11.46875 -7.3125
9.4375 -4.78125
2.96875 -4.8125
10.40625 2.375
0.8125 10.71875
3.625 -3.09375
5.25 -0.0625
-0.09375 -9.03125
8.03125 3.71875
2.5625 10.3125
-0.78125 2.09375
5.875 0.8125
2.84375 -1.40625
-3.625 2.15625
-6.34375 -1.90625
0.75 0.46875
-1.15625 -0.75
0.1875 -10.34375
7.71875 -1.90625
5.84375 -10.375
11.71875 -12.84375
2.15625 3.0
2.21875 0.15625
3.125 -8.09375
-1.25 -13.53125
1.125 -7.25
-2.125 -0.09375
-1.53125 -1.34375
0.09375 -8.9375
-3.78125 -1.03125
-8.28125 2.59375
0.9375 -9.03125
1.65625 -6.28125
-8.78125 -8.78125
-3.21875 0.5625
-4.53125 7.09375
-7.75 1.40625
-11.90625 -5.125
6.125 0.3125
17.5625 3.4375
6.40625 4.28125
-2.0 -2.09375
-5.59375 -1.40625
-9.34375 -5.65625
-2.96875 3.59375
1.65625 5.4375
-5.53125 -2.1875
1.375 3.21875
7.90625 19.21875
-0.3125 -3.5
1.21875 -0.9375
-10.875 9.09375
-4.96875 0.53125
-2.71875 -6.0625
1.75 -6.09375
-5.375 1.875
-9.1875 0.625
-6.78125 1.28125
-10.875 -5.6875
1.78125 -7.28125
5.9375 1.96875
0.84375 -1.15625
-2.625 -2.0
-0.03125 5.375
0.40625 4.71875
-2.1875 -3.875
1.53125 7.75
1.25 12.96875
3.84375 3.75
-3.625 0.5
-3.75 4.9375
-9.21875 3.1875
2.125 3.25
-2.125 8.625
-2.59375 0.53125
3.5 2.6875
6.28125 4.78125
0.40625 9.65625
-7.75 8.09375
-3.09375 4.21875
-2.0 6.40625
1.03125 5.625
5.125 8.71875
3.28125 -5.4375
13.9375 -0.34375
1.75 2.125
6.15625 -15.0
13.0625 3.78125
-3.09375 8.8125
1.09375 2.71875
-8.09375 5.71875
-11.40625 1.0625
1.1875 4.3125
3.40625 0.40625
2.59375 0.03125
-10.59375 0.90625
-5.34375 -10.0
-0.96875 -7.46875
-7.65625 2.90625
-4.0 -4.0
13.03125 -3.59375
8.96875 -3.65625
4.78125 -8.46875
11.3125 -7.90625
4.3125 -3.375
0.75 3.625
-12.5625 1.78125
-10.6875 -11.65625
5.5625 -3.90625
2.53125 8.3125
-7.5625 4.4375
-8.0625 -8.8125
0.28125 -1.15625
-1.09375 0.53125
-2.65625 -7.4375
-8.3125 3.03125
-15.3125 1.03125
-7.96875 -1.96875
-0.84375 1.5
2.625 -2.375
-0.125 1.09375
-5.3125 -1.28125
4.46875 -3.625
3.875 8.53125
-2.6875 7.34375
7.15625 0.96875
8.3125 4.21875
8.625 -0.09375
11.59375 2.8125
-2.75 8.4375
-5.4375 2.8125
0.53125 -3.28125
3.65625 -3.34375
2.09375 -7.09375
5.8125 -5.46875
14.6875 -10.21875
11.1875 -1.28125
1.09375 -4.25
2.125 2.09375
-5.5 8.0
-1.3125 5.8125
4.28125 4.3125
3.21875 0.03125
2.09375 -1.75
4.875 1.3125
3.03125 -0.90625
4.375 -5.03125
1.125 0.625
-2.59375 0.84375
-0.8125 4.5
-7.5625 3.1875
-6.75 -3.84375
10.3125 2.03125
6.65625 10.09375
-5.90625 1.5
-7.8125 1.96875
4.84375 3.9375
10.46875 2.9375
6.25 -3.3125
-2.25 1.625
-0.5 -2.875
-1.46875 -1.625
-1.09375 -6.1875
4.125 -7.5625
6.78125 -5.4375
4.1875 -2.6875
